city,country,temperature_celsius,feels_like_celsius,temp_min_celsius,temp_max_celsius,pressure_hpa,humidity_percent,wind.speed_m_s,wind.gust_m_s,clouds_percent,wind_dir_sin,wind_dir_cos,hour_of_day,is_daytime,weather.main
shimla,IN,27.54792681936165,35.45744884539805,26.395401954675517,26.800235890341217,1039.59514638806,70.7331105904565,6.540416222244916,12.39794232451618,52.336278487552825,-0.9944083821831672,-0.45377609021745624,9,0,rain
srinagar,IN,25.426810337979326,40.71005501164845,13.717869320893593,28.729277450783968,1031.4801521220193,33.61716457392217,9.979970160285182,6.992559638774248,69.74358026889608,0.46567701479552,-0.9978877942267248,2,0,thunderstorm
hyderabad,IN,38.93150256352113,13.668420575896238,24.58054876840952,37.69420756561557,1026.7259142969262,94.1906496503017,12.265367056217283,0.030908457689808877,68.05290198630004,0.25611902194026487,-0.4230067135780389,3,1,shower rain
assam,IN,34.22608766193979,26.586585184314607,13.843526275357748,30.718481883754414,1037.6194771225244,94.6330674173949,11.33715745296094,2.143881602043034,98.36113508763906,0.992694153163972,0.9566417207296445,19,0,few clouds
pune,IN,26.87897787602165,35.685479050108135,28.475970463111917,34.226282227375854,996.8263377435092,43.856789493889856,11.995012066593663,19.907625095741743,88.29451708693217,-0.9071519285907308,0.7903122488699961,16,0,mist
hyderabad,IN,18.19986629997672,24.694380268652385,25.29542036116688,25.29542036116688,1040.986503319482,38.98410774992146,4.903909191077651,1.7592727478278025,55.46041067438373,-0.38020786086339015,0.9842068873340082,19,0,few clouds
mumbai,IN,15.099694390529118,41.303947259923746,28.964887714711374,44.62315724727266,996.2702684874068,50.602367887462655,2.802353300004095,3.9388448007706467,11.604742959863612,0.9722770359160067,0.2214758277578058,5,0,scattered clouds
hyderabad,IN,32.10057627608096,35.16618892549758,29.695272274346465,35.94101824929162,980.8605464269353,15.735120174711103,10.759730113678739,4.449132693618401,94.66058444768963,0.2644072979776608,0.9725520431229586,20,0,mist
pune,IN,21.99497378050615,35.32361196976509,23.522892744062666,23.522892744062666,1027.374831647812,88.8113182129918,10.843304378838354,6.22136984618098,34.39253782104076,-0.4388588310222935,-0.764478656414341,23,1,few clouds
delhi,IN,37.086299411889875,18.180597489886804,15.911168434380084,31.88131215351067,1005.1065830572841,16.37649157875174,9.61435870084742,16.260976068530493,70.1002571391898,0.08613020004287437,-0.9564139703126554,12,1,scattered clouds
srinagar,IN,23.67773272958251,20.236895792183276,27.43134575760543,42.88431122165118,985.3820304247719,51.739781254470174,9.381139267920263,0.8388960458536854,17.636063438909776,-0.9697188297523832,-0.7946482723272895,8,0,shower rain
ahmedabad,IN,34.18246496184783,26.650135110210094,30.490253160305343,33.656521715032476,1004.3746936793337,40.43087004883787,1.892793039831007,7.5739201706476305,89.95546300455355,0.0794948328433851,-0.6914764908730884,14,1,thunderstorm
bengaluru,IN,17.572287552109174,38.51766653317486,11.476179418418456,38.92551676574614,992.6223277095946,49.05787791058887,12.815254435130202,18.208629270557406,97.36715764414302,-0.9874915956982555,0.09291466940087649,21,0,snow
hyderabad,IN,32.21134890823059,24.224286786217732,26.982970432802396,36.34007897839217,994.3132306564122,33.94872351489244,14.208486452999981,7.862792655829969,98.91234761994134,0.9844665740515928,0.6909600022898862,13,1,clear sky
kolkata,IN,25.464924279309713,37.082977884006354,7.6836744195804965,26.26765014452978,1009.4228080410413,69.84065861946023,11.788501445545869,5.589200593556649,62.25507801255318,-0.9886981837636679,-0.18508931664649728,21,1,rain
delhi,IN,31.022760023191477,34.95627474350442,7.400882905150988,31.027762874808296,1004.2772890526036,54.32622687282502,10.933180898424267,15.436919562165826,87.0626945715169,0.903712811841135,-0.8712253239040012,23,0,rain
lucknow,IN,34.64774722352741,23.25803224978054,23.11307315714498,43.53228290750539,990.1417583462583,25.911648494832313,3.203208271590304,16.115663361690682,28.821318334861367,-0.19195899742388145,0.8921281692500128,11,1,broken clouds
shimla,IN,34.06433134307454,15.468683142788766,20.495641571860727,20.495641571860727,1014.1711077306724,82.08646187121278,13.878820905295516,18.38701561623629,59.31997078541136,0.4139308013162135,-0.39425855634945484,11,1,shower rain
thiruvananthapuram,IN,26.460306254481907,26.439248814185444,27.63473741550507,30.53524217030386,1042.4234618528967,80.01639527452225,10.08214508873896,4.167895134891495,74.41201351873914,0.698094289722567,-0.0526582845781046,17,1,thunderstorm
kolkata,IN,29.953985805511767,33.999466144970185,18.840362099559325,33.2865931243443,1023.1231277595513,72.50596709648477,7.4580121772150525,18.71028162381321,34.177538360713896,-0.675496054861663,0.9625481477044856,1,1,few clouds
mumbai,IN,34.23217879602143,22.50332979871005,10.901064553203122,23.654103682399132,1040.8483859232035,16.6919587518002,5.420989676904619,18.52037353515524,29.225951588147257,0.17259412699571908,0.9271096953287601,23,1,mist
assam,IN,38.22639719024454,36.41008457697098,9.373775437996873,28.997888816989086,984.9664390475272,40.826444930383914,0.3984358885483369,12.251221402622187,19.783529464181925,-0.9275983490508687,0.49801315333096147,9,0,snow
thiruvananthapuram,IN,27.45962562851076,24.904477545616523,11.07255690549535,31.013637701932346,988.7137629650066,18.669433082347123,8.647749985635647,4.814001185096,7.853680689808273,-0.517082166135128,0.9976411708927075,18,1,scattered clouds
lucknow,IN,32.587901980145844,25.851099089957554,17.492478672977477,39.936298601955706,980.6242201746576,72.43877945860959,7.088629855092509,0.5962881283763055,51.07938374694366,0.35741935471103503,0.329908353779276,11,0,mist
shimla,IN,25.896589419405665,20.451292168383265,16.912077854841066,23.188655462472468,985.0836239369975,67.3915443540009,13.332702617350892,12.376363993666972,7.52010869500177,-0.5497518722112684,0.23366079353742145,18,1,snow
kolkata,IN,31.200510871153707,32.12986773841738,21.812743396217023,21.812743396217023,1042.3750035759672,19.05540651170099,3.9701698460992123,13.063787403791917,84.90132373431327,0.44478523281065774,0.9850579508605346,5,0,mist
bengaluru,IN,29.225624092468,31.519358386640214,14.521269131996203,21.44487272206173,1000.6130190320758,83.14504476658553,4.115447368878579,15.168375263013807,48.636093778231626,-0.1158955482497365,-0.47421723592989645,14,0,snow
lucknow,IN,24.517104790655242,35.63066609922299,9.593842082298425,24.930337920976314,1045.2969624731722,65.49054506250422,8.872109133254899,0.22823870716268901,16.637269989631463,0.39169068079893743,0.5546424060383389,20,1,thunderstorm
bengaluru,IN,36.002920068740316,26.105683337511614,23.574164296714038,23.574164296714038,1000.1712901992588,58.96942155063639,1.94837169646771,1.848459331021921,12.353997945877193,-0.8842622371323962,-0.8418777709116643,9,1,few clouds
thiruvananthapuram,IN,33.56263277943579,11.153314408486427,22.45944636866906,22.45944636866906,990.1009281969365,73.2839817967822,6.911296498862642,7.214174079401332,71.67856965650789,-0.7691869977252509,0.3318680329218568,5,1,thunderstorm
chennai,IN,11.100520161836268,41.73941744792667,20.970312624761043,20.970312624761043,980.200506481175,87.6346395891492,3.609704324662713,15.330396093532386,92.01146445079311,-0.17214127795593895,-0.8130718283037708,3,1,thunderstorm
chennai,IN,22.153241637635702,31.24787255870745,13.049470711257202,23.645075312082035,1019.3469088102461,58.60059268535121,12.223349180593981,4.084283453731395,34.88263905068908,0.997141182488484,-0.5319933337994717,11,1,snow
kolkata,IN,36.72480260722806,23.245104749952624,11.981264245324063,37.33768182710479,984.2624180581361,94.6147062137079,0.1749576683176629,13.309028742027566,92.17970063539718,-0.389590994800606,-0.9693265094510648,10,1,thunderstorm
lucknow,IN,39.18884904856125,36.325001078029615,22.86341137399963,22.86341137399963,1046.1536138421163,59.60988196146144,8.234719229535342,1.3621715468589923,3.6316295008857358,-0.9413553024116965,-0.9030626588850145,19,1,mist
ahmedabad,IN,19.544565574124803,20.75588914670876,17.721863606413336,43.2594349974788,1015.1475743576156,33.942488224396605,11.908615750223442,4.973941168353864,88.08643660629723,0.36367950364161805,0.8599567738632297,22,1,thunderstorm
assam,IN,36.01532063354057,31.429157172252054,7.259006203986922,24.676493014070125,1022.6139433225932,68.75961838563893,3.236891653799975,11.773785163265458,20.13020818236624,0.7703421151751031,0.5109447974479204,21,1,broken clouds
shimla,IN,19.51041703452706,23.709796615445946,6.242558534931405,33.76461239318296,1009.0263866965212,16.921180939819145,12.223550083081676,7.204280153611505,99.94186811156062,-0.9482749387737054,-0.46231047782640117,14,0,snow
shimla,IN,18.729981686939894,23.33111938220618,21.78777682619257,21.78777682619257,1023.1872646511213,18.458670980462735,4.04543589661743,0.47297335043558153,67.2402966175678,-0.999782359143959,-0.10510052213352329,2,0,thunderstorm
ahmedabad,IN,14.759115599487961,37.15445463666561,24.09217303225819,43.8944691544714,1043.1447280394632,14.984409305180137,4.08431569477396,4.725717211091796,97.39754265007332,-0.9962929513334262,-0.5955297641722948,12,0,rain
pune,IN,14.692807564648572,11.378591040189594,22.100368817064425,22.100368817064425,1028.5611869779782,18.792797480508984,10.363739640739205,8.507127783547922,12.61609823123896,-0.9973309872893382,0.7748693052333961,14,0,thunderstorm
ahmedabad,IN,33.89355308613428,34.59200343560889,13.122410155459141,28.55707481949104,991.9651034696631,65.90882005135421,12.641214098533727,1.6950180306162754,27.084997389243558,-0.7491780493816644,0.8927562614359351,8,1,thunderstorm
ahmedabad,IN,33.905847108285734,33.20021838231399,29.234241966798383,44.0338611844232,983.8765107978334,32.931821189936244,2.17714776147764,17.15269295358011,41.82739345570007,-0.3406850166688386,-0.23646718672349706,17,0,broken clouds
panaji,IN,17.704404430517172,23.58568489195172,13.362066788736609,25.68233377187481,1027.3915012435677,94.55405395738471,1.4094580472796086,6.826437427143337,83.50098075091883,0.15617541740513802,-0.982019637549295,1,0,snow
lucknow,IN,14.979833820253758,25.515077983759667,16.414446460921408,31.911305045433565,1039.278239421483,40.41620383284392,6.4238309531607,16.420270605934892,11.644553676781143,0.3303983132796686,0.9997314214111028,15,1,shower rain
ahmedabad,IN,19.2762320958798,30.114649489413555,20.546811796348194,20.546811796348194,981.0322544773979,42.49700780893864,7.895826724773959,7.614571886563817,18.84341665394994,0.120349888852569,-0.29456185866534396,17,0,clear sky
lucknow,IN,36.39788690915121,39.5766887517412,23.581244857204457,41.83674016790133,983.2199625016921,50.597730777285406,5.929643303212834,7.452748494080197,8.767790523409037,-0.4587731353429191,-0.9977079211112501,7,0,mist
jaipur,IN,32.843765003084755,14.704960294884675,8.06957769964993,40.9646133446042,1038.4237761051547,86.02889102495989,2.525156752781217,15.05961169853904,53.45843285136128,0.5776115322055785,-0.7794384079948451,17,1,thunderstorm
chennai,IN,37.932708715240445,32.24230246190451,28.04930123710769,44.791599096959416,1044.8849546466436,77.6262281133444,12.233359725466373,19.16932945899134,4.910776448749921,-0.33793569560024106,-0.08731076402479272,15,0,mist
jaipur,IN,39.47777416031764,13.477308695396452,13.203737082881743,31.029512779406044,995.848734165721,66.52476618549917,13.98169930515895,11.477442481031181,55.115253309047716,0.2899895025147652,0.6849706705457368,2,1,scattered clouds
hyderabad,IN,32.66293301866082,18.186233702173908,19.197047371634273,31.810853169348523,985.5944423562331,49.12275472538705,5.857060512337452,9.885041657713028,45.80069402095764,-0.18361030723234564,0.8586359236180638,14,0,few clouds
thiruvananthapuram,IN,34.796673903582935,20.4211624157631,30.794214576350583,34.581281608412894,997.9122417099491,33.27476953746236,3.945411645089199,0.9306060657772108,63.60671844308694,-0.064122726296367,0.5627988991789405,16,0,snow
bengaluru,IN,22.685682357005845,36.40096999179023,16.961819741558106,30.414184780794326,1021.132737617613,77.20622559290064,4.30936198736306,14.871177124546858,66.5469902885383,0.8128286751572781,0.01693179953414618,17,1,few clouds
thiruvananthapuram,IN,39.0644932445013,32.93471703696508,24.830438210982138,30.090262302545874,999.5685641217656,30.540514237643805,12.926684286550076,2.087173586086699,85.8435547258171,0.9899797732738773,0.4867876306925486,8,1,broken clouds
delhi,IN,13.598686232445758,16.674986240401854,23.336534622175527,23.336534622175527,1030.04812873049,40.552618658806146,13.586346579929467,16.13919951057707,11.51902597362252,0.5784527705811329,-0.9801791701528714,2,1,mist
pune,IN,32.077059576055746,12.70033753630235,34.40100332181633,41.20490042093036,1014.1075436598942,37.06940881988953,0.9243495098606264,6.47670303118767,92.0250253423738,0.8811759045370715,-0.8943745851945443,10,0,scattered clouds
panaji,IN,26.26613166157945,31.28634784093386,16.45481808301594,36.332508286578374,993.520046150959,66.68976571131184,6.13751193035014,16.836895680490343,3.52059383115898,-0.9372127982647419,-0.33995382111031386,15,1,mist
assam,IN,31.98100551612421,35.6300062662674,19.49674898995115,41.910667252871406,1017.5616990194051,51.91366096043062,5.987254143552106,19.1259661889987,6.904229611042645,0.8994002527158323,0.9212085186262566,2,1,clear sky
ahmedabad,IN,16.032345633816156,16.271125159464322,32.58878213667299,38.258864067628934,1013.2747255952007,94.71082237263884,3.7018983503716205,1.4537389390511635,16.10604670224265,-0.72475145484728,0.0987669049436284,3,1,few clouds
delhi,IN,15.651550280046191,21.149524729250977,22.913826014703254,43.24768951829891,1012.2757237897397,70.17416681880735,1.285477008587113,17.62567726866714,15.357731903089567,-0.16705521722771643,-0.9091858307873931,19,1,scattered clouds
lucknow,IN,24.65063860843601,19.801183792842725,7.122604380134868,21.645933679481473,1025.7155327040698,94.6437408959992,6.1874372074989505,6.141646077063527,2.769725691352698,-0.9985273260588237,0.9215349969392422,21,1,rain
lucknow,IN,29.944001316012546,20.245513299883456,27.280307532446578,40.450209216521316,990.1743702268561,64.48416762340577,13.024185469971426,10.889659122480836,25.76030504358825,0.884485885640223,-0.9939881399647925,5,0,scattered clouds
delhi,IN,27.928973196067012,20.387203432948816,6.1018807863388655,39.12034795963113,986.8879014585215,16.23022863272506,13.815347570977046,4.968049595205192,15.130159463421244,-0.9521244905345735,0.5417636379225065,10,1,broken clouds
jaipur,IN,26.494157781180842,23.122679969779437,8.227200024228601,29.86291856690687,983.0249395331817,55.98766016884615,13.742582939309381,7.153929703510212,33.4031969069029,-0.18532089223641413,0.5751639635678483,19,1,snow
chennai,IN,17.81667897959347,36.03596234042372,12.777629061367076,37.338069155103696,1040.4898244879903,45.31100473063067,2.9127373735316864,2.8438689158410213,11.172194374263478,-0.8784377427374369,0.29789489346791215,12,1,mist
bengaluru,IN,28.73791754560463,35.40811965455656,12.574511726213496,30.884606545395123,1023.549678194187,72.19396923334617,2.269939892188082,11.203886839893837,12.157326624286624,0.7535585389648376,0.9802619982700207,9,0,thunderstorm
bengaluru,IN,15.248380410730894,26.68332720597832,9.92513855132566,44.18547168871834,981.7726021626007,93.1887852470155,2.7922415943434116,3.713727437685468,30.220394964618958,-0.752156683954945,0.8927042299187715,8,0,rain
hyderabad,IN,13.758027823973954,21.56621293840007,22.28306100133271,22.28306100133271,985.9383233938115,44.65538334112071,11.585225482003347,1.3697781499349526,43.093630057219315,-0.28232158869714324,0.763723494168821,5,1,broken clouds
thiruvananthapuram,IN,36.08058543768388,20.539887668622164,17.518776132039658,26.52863333492094,1046.9276067843684,83.47974948775102,4.024897721205461,7.990208335253146,87.95978806361904,-0.4811843774646226,0.9832423954129369,1,0,snow
shimla,IN,23.01334823221461,26.903463446878668,21.77524396239518,37.33515344428838,1028.5750283014913,44.98098915322734,4.988507524819219,15.387407965088006,71.33638042887837,0.5775004487621223,-0.8119730211592205,13,0,rain
panaji,IN,33.443804374919154,10.499960890774897,28.849258976313546,32.11523595934001,990.7022396005812,98.089851197495,12.193272346526033,15.829610278048234,78.85286149983482,0.8197495659288798,0.1803254940123445,10,1,thunderstorm
jaipur,IN,14.908252625311366,20.944944467347298,21.174926812804696,21.174926812804696,1031.5793721030407,42.05542897270778,8.463506304690135,6.811987324007336,94.03559336620928,0.6754375708894136,-0.3215223551786979,15,0,few clouds
delhi,IN,35.288686847053455,40.90657273593655,20.09137203658387,21.143536669200294,980.8226801489596,15.793003197407721,2.273455214189501,0.4504103199972054,90.9903051995111,-0.9999978527500264,-0.9722952919957211,18,1,mist
bengaluru,IN,12.53112689315515,10.410186670898998,18.219267989288614,32.877873421963955,1005.8149847887273,66.70115971192318,11.854932159950721,4.069363462587779,78.29676223581869,0.4214720810662808,0.9975162317850051,10,1,broken clouds
ahmedabad,IN,12.142036032607209,34.22826213498791,10.498839346966008,35.25627654329805,1006.8007225681419,57.3767115594559,6.532246239446197,10.663557845583867,65.2714242762212,0.8279218777622093,0.8826058199771676,21,0,shower rain
srinagar,IN,36.00360659469273,12.1320627502176,20.32821130852181,32.81219088592019,1041.549177264196,11.011044455408014,14.282824582913294,7.186372380235464,46.85145683544053,-0.2713202268294458,-0.4832403542576006,22,1,mist
delhi,IN,12.101038708953437,34.27800174874477,22.783996063597183,43.640880417887324,1010.0401432332424,24.219458144668756,7.446417186122319,14.645688188999909,94.0328255180957,-0.7748721596301802,-0.889057182873632,22,0,shower rain
shimla,IN,30.939281420197613,13.113659161532826,20.840519272438303,27.211393100781187,1031.48232721846,43.77314959333644,11.864899268591358,18.6558312921939,18.069770230842717,-0.8504365490837461,-0.277871364321311,16,1,clear sky
delhi,IN,20.774854728412564,34.933792205016196,25.60405458995975,30.333355686992842,1047.3507603344929,57.30216472973904,10.092533498930333,14.335165262942693,5.89450263888912,0.5361141290891231,0.7785045329457111,5,1,clear sky
hyderabad,IN,21.2251328077474,34.8011976493822,15.971993433926801,26.37964432682659,985.871653911322,32.08412564581539,7.980764052214579,17.445130771990172,64.26951176557971,0.7334546821190537,0.9604685279613178,14,0,thunderstorm
ahmedabad,IN,12.798935664302306,20.967488875640232,23.843952355461337,32.10783996291213,1012.0609310503819,48.43933644542459,14.45484885549681,4.9266606353169635,79.53256198836722,0.9987603784669701,-0.56804773765568,12,1,few clouds
shimla,IN,31.700758351564385,35.3733406966665,10.244613735872647,35.297576787950504,1023.8298111356106,56.88974170231537,6.555028665164816,0.6283670497347638,13.164905556334539,-0.9991886234167409,-0.9898774328873262,0,0,snow
chennai,IN,20.822432351656275,27.458936617110513,30.76613321797138,30.76613321797138,1009.9297192464302,50.465404640736836,13.695909592688682,2.691267505604167,65.18038401535132,0.935966115867493,0.9924834671058838,0,1,clear sky
srinagar,IN,39.368254365441324,15.337334977597553,25.535445527108216,25.535445527108216,1013.2659420883497,65.34254766729858,14.128587309733051,18.317526013812653,83.49446992685965,0.7340802895940637,-0.8821258431060468,23,0,few clouds
jaipur,IN,24.943615492775873,14.684252964567403,12.867306344935379,41.99017448605586,1011.4661096069782,88.53625109574372,3.7457802727009915,18.669173482732504,99.69764224152892,-0.9734146576775882,0.5927632310472788,16,1,mist
thiruvananthapuram,IN,31.888188612515915,28.909341568813712,16.189402488188072,33.28667134898703,998.1552883210467,43.81986612258244,12.676238667285192,12.016551733973264,30.799208008351265,-0.006686097174849666,-0.9393038011999941,10,1,mist
assam,IN,21.46161647533171,20.514157392547865,33.88956969031561,34.136542832917456,998.6842875297182,33.51743944328258,8.69572384549189,12.91491228943,83.19691105177012,0.6235888464478492,-0.8130051187375923,16,0,scattered clouds
pune,IN,30.284720003603358,23.021949185003095,5.770092633965057,27.88557832080393,1013.3966905560083,38.11545261830956,12.31364231933448,6.699335355520885,73.32214440700535,-0.8344846428620284,-0.997329020501049,20,0,thunderstorm
kolkata,IN,38.18005047228961,30.408980874191922,7.322519959577401,37.0573606073328,1017.8284763858533,84.74368530351275,11.37150504684299,16.34670741407952,63.51295376631546,-0.15192796074286313,0.2965851710553445,2,0,broken clouds
bengaluru,IN,33.057255172281955,10.83699662503722,11.235741270410672,24.47005305785008,1022.8661116494799,43.95430530404733,11.086270391356297,1.6439932136859126,59.01418148759559,-0.404202528776252,0.3181513253627178,19,1,scattered clouds
delhi,IN,27.89924216181205,28.124455346464813,10.254209578708775,34.65514838348771,1034.5518376099824,95.35596389530004,13.778830938843726,4.988168539038469,68.18716015299627,-0.501088966676428,-0.6274379284114587,20,1,broken clouds
lucknow,IN,37.44255494276209,36.723018884157625,23.787944122259994,29.80044806332048,1038.4947025107906,92.98411974197296,11.850368446356176,12.242889971337327,87.12131772871629,-0.8566534637417454,-0.8274775245355108,3,1,few clouds
chennai,IN,13.817544393518673,24.93138918220616,26.767249142880345,26.767249142880345,991.6900435809788,31.735246091818258,9.791846261975572,19.831499191891332,14.114435091238175,-0.9232064419302166,-0.626647922774607,4,0,shower rain
panaji,IN,22.220644348883496,20.10628020107389,25.135547006014015,37.38449281421131,1043.0114001579764,24.826418149732156,8.764834618481663,6.505248367098321,70.12658264831492,0.25726832689394785,0.13937493826151492,7,0,shower rain
lucknow,IN,13.15795487441276,21.795158245957087,20.322988365832323,20.322988365832323,997.7189325001024,29.719445321708744,6.705846224086403,6.248102237453612,83.56705908074115,-0.5424493129350076,-0.6960103330230725,5,1,snow
ahmedabad,IN,14.788982703203203,12.828103870748926,12.079879875134967,24.31940374234786,986.9485860614639,71.80263988144821,10.115038670721129,13.94216239687169,77.17991701578319,-0.87756187379595,0.9495221823568013,11,1,thunderstorm
panaji,IN,32.08761843881386,11.606910877465822,12.017851779616755,36.94868239666535,984.8672064206452,39.83584759016321,2.9205199564925834,5.425950609776981,88.23526532717628,0.12701306674501983,0.9949310726320837,18,1,thunderstorm
thiruvananthapuram,IN,12.68841171985968,26.906354609868103,31.714884619585483,42.38482218673441,1036.2088616266437,54.27008832233215,2.5176408877543106,8.214311920685324,2.0456212049233313,-0.5590511894694822,0.299085040204286,6,1,scattered clouds
assam,IN,22.52043760912424,14.873086456423454,30.869548197917254,30.869548197917254,1006.6071986089586,10.36560557435861,0.5606442331402212,0.48799047251191885,11.868784609675354,0.20895843296567831,0.9180578299814327,15,0,snow
bengaluru,IN,28.79975917274023,16.182404079308533,26.805572293048954,43.9036545782773,988.2260368632333,96.87233612269323,5.68886927528014,14.996357156393527,97.02284208762343,0.9983392002769839,-0.0005047969888099557,23,0,mist
pune,IN,14.786198700652708,36.35935616429343,21.386007536116445,21.386007536116445,997.5816074439831,60.637103403726144,12.110381922693064,14.952357379112051,20.87502855578005,0.9935173145052586,0.10566633909329527,13,0,snow
bengaluru,IN,38.374935133476086,18.291456215529642,24.448409751373102,26.173004780089133,1009.0821235010367,41.27608896494306,4.77212736606585,14.240455608632052,31.89340214073647,0.5034667572529219,0.9780088503890249,5,0,few clouds
bengaluru,IN,34.28743906813858,33.997715814161324,10.688574835937496,21.148199603807303,1013.1057818236976,95.94830525473425,1.8099928226833062,15.295552298765,22.3649915510446,0.867662323376317,-0.8143999412500676,3,1,rain
ahmedabad,IN,39.905466635782595,30.185921480528933,20.72861800508081,24.75084997233658,1009.4471452565869,62.823121281073945,9.625636033430766,1.2567043389467591,13.83861013101182,0.6341292549461619,-0.6708798051905022,5,0,broken clouds
kolkata,IN,30.39114335730502,11.000684087912557,21.145668338259966,38.757181619621605,1035.5089633259495,68.04697863547834,0.4532139923708267,4.955710047378128,24.66218573805704,-0.4073753239105665,0.056334041814962786,4,0,broken clouds
thiruvananthapuram,IN,35.83700235660213,22.54803208964376,25.888167799290528,25.888167799290528,1023.9864510922764,73.59334726832299,3.925235144990022,19.68290506032198,64.59818935255291,0.5851489494520566,0.9907491584087201,4,0,snow
delhi,IN,18.841445405694063,39.4214821118304,34.75968321400228,36.01213533924521,1042.0618457164353,87.3753037860562,8.074749064823163,1.21296893277419,22.142367996002974,0.904958527445279,-0.05904152217990482,13,1,broken clouds
delhi,IN,24.207084957239392,14.635267527213657,10.468267524971345,22.648061364386013,1034.5347886066854,94.05687008553154,3.060204470428385,3.513447900053408,34.391176777065,-0.9661773214724007,0.8890042132617724,21,1,broken clouds
assam,IN,20.084807732335598,13.290060359393713,30.575891579286424,36.312029949543,1014.5903087237488,72.83892747467232,3.6595393617705794,4.657544931692447,28.501831344097884,0.7289144585132482,0.30603399910417384,11,0,few clouds
hyderabad,IN,28.659423702816223,26.976195202865377,12.61515445223384,27.35237809315134,1043.605490135634,12.263177653544751,2.479228720108135,9.610753198018783,29.411194224791203,-0.7855245886822769,-0.30998050492337337,22,1,clear sky
hyderabad,IN,31.201557311336803,29.502285029621508,5.662393521662137,41.00168099127838,1012.7951631240544,63.68279748670222,2.1268948729572794,0.3147665582775616,50.809646543968356,0.8308271203233236,-0.3739138029431021,23,1,mist
assam,IN,36.09788687190981,11.657633069305923,27.029184190640315,41.38463747832311,1049.7634012259234,54.25574325578216,4.2096998163971895,5.719429237917806,52.70235354698725,-0.6518841994802881,-0.6511902791471761,0,1,mist
kolkata,IN,10.452640906320848,17.463445891806277,10.663630525721981,35.40086179047388,1001.9575132684017,97.51125840959388,4.585335794584045,12.775103622553027,95.89020776225057,-0.9039538265657592,-0.8314692627954942,23,0,broken clouds
lucknow,IN,16.574846612138955,23.750764149196453,8.601147083664477,40.477719997910214,1003.8107483075752,47.2646441621454,9.064620033385554,8.486696723592859,2.4577005368777383,0.9435105349304197,0.7783581080791333,11,1,thunderstorm
pune,IN,23.205409860915793,24.668771422243204,5.205888817629597,38.2344062079886,1036.0760015353767,30.075711498502347,5.0594131376039195,1.4971740528217015,96.74603468196669,0.2609959879396489,-0.9990925692647012,1,1,snow
hyderabad,IN,10.635170912061353,29.187061192325036,5.602725876328881,23.67880490420377,999.0070002977897,54.848351342761,0.9071171974125614,7.151889378800698,71.94950933539842,-0.10359326812327528,-0.9620048210410984,0,0,clear sky
bengaluru,IN,22.071806944432904,38.47119171199901,18.80551550236852,31.84172531709252,1040.4417202514596,93.0526341723278,6.362736068403046,13.352647924327076,84.98735564143256,0.31459212877464043,-0.851756491940991,5,1,shower rain
